,id,date,city,pop,shop,brand,container,capacity,price,quantity,Comp
4520,4520,31/03/16,Arunanchal,137302,Dealer_2,Mango,plastic,1.2lt,65,32354,0.99
4521,4521,31/03/16,Arunanchal,137302,Dealer_2,Lemon,plastic,600ml,20,17542,1.1
4523,4523,31/03/16,Arunanchal,137302,Dealer_2,Lemon,plastic,250ml,10,26863,0.56
4524,4524,31/03/16,Nagaland,168254,Dealer_6,Apple,plastic,600ml,35,19086,1.39
4525,4525,31/03/16,Nagaland,168254,Dealer_6,Zeera cola,plastic,200ml,12,13067,3.31
4526,4526,31/03/16,Nagaland,168254,Dealer_6,Zeera cola,can,300ml,20,18614,0.9
4527,4527,31/03/16,Nagaland,168254,Dealer_6,Mango,Tetra pak,200ml,10,46538,1
4529,4529,31/03/16,Nagaland,168254,Dealer_6,Litchi,plastic,250ml,15,28626,1.02
4530,4530,31/03/16,Nagaland,168254,Dealer_6,Apple,plastic,250ml,20,37062,1.68
4531,4531,31/03/16,Nagaland,168254,Dealer_6,Litchi,can,200ml,10,45054,0.56
4532,4532,31/03/16,Nagaland,168254,Dealer_6,Mango,plastic,600ml,35,65523,0.58
4533,4533,31/03/16,Nagaland,168254,Dealer_6,Mango,plastic,1.2lt,65,31488,1.29
4534,4534,31/03/16,Nagaland,168254,Dealer_6,Mango,plastic,250ml,15,49391,0.4
4535,4535,31/03/16,Nagaland,168254,Dealer_6,Lemon,plastic,600ml,20,28743,0.99
4537,4537,31/03/16,Nagaland,168254,Dealer_6,Lemon,plastic,250ml,10,39430,0.5
4538,4538,31/03/16,Manipur,351702,Dealer_4,Apple,plastic,600ml,35,17624,1.28
4539,4539,31/03/16,Manipur,351702,Dealer_4,Zeera cola,plastic,200ml,12,11388,3.17
4540,4540,31/03/16,Manipur,351702,Dealer_4,Mango,Tetra pak,200ml,10,32279,1.06
4541,4541,31/03/16,Manipur,351702,Dealer_4,Club soda,plastic,600ml,20,32736,1.69
4542,4542,31/03/16,Manipur,351702,Dealer_4,Litchi,plastic,250ml,15,32597,1.02
4543,4543,31/03/16,Manipur,351702,Dealer_4,Apple,plastic,250ml,20,30968,1.42
4544,4544,31/03/16,Manipur,351702,Dealer_4,Litchi,can,200ml,10,38718,0.53
4545,4545,31/03/16,Manipur,351702,Dealer_4,Mango,plastic,600ml,35,47626,0.66
4546,4546,31/03/16,Manipur,351702,Dealer_4,Lemon,plastic,600ml,20,42613,0.62
4548,4548,31/03/16,Manipur,351702,Dealer_4,Lemon,plastic,250ml,10,21979,0.59
4549,4549,31/03/16,Assam,665102,Dealer_3,Apple,plastic,600ml,35,11126,1.28
4550,4550,31/03/16,Assam,665102,Dealer_3,Zeera cola,plastic,200ml,12,6935,3.25
4551,4551,31/03/16,Assam,665102,Dealer_3,Zeera cola,can,300ml,20,10818,0.84
4552,4552,31/03/16,Assam,665102,Dealer_3,Mango,Tetra pak,200ml,10,17276,1.1
4553,4553,31/03/16,Assam,665102,Dealer_3,Club soda,plastic,600ml,20,9960,2.92
4555,4555,31/03/16,Assam,665102,Dealer_3,Apple,plastic,250ml,20,5692,2.87
4556,4556,31/03/16,Assam,665102,Dealer_3,Litchi,can,200ml,10,21752,0.54
4557,4557,31/03/16,Assam,665102,Dealer_3,Mango,plastic,600ml,35,40876,0.5
4558,4558,31/03/16,Assam,665102,Dealer_3,Lemon,plastic,600ml,20,5571,1.4
4560,4560,31/03/16,Assam,665102,Dealer_3,Lemon,plastic,250ml,10,11839,0.7
4561,4561,31/03/16,Meghalaya,142030,Dealer_5,Apple,plastic,600ml,35,10275,1.38
4562,4562,31/03/16,Meghalaya,142030,Dealer_5,Zeera cola,plastic,200ml,12,10604,2.68
4563,4563,31/03/16,Meghalaya,142030,Dealer_5,Zeera cola,can,300ml,20,30001,0.23
4564,4564,31/03/16,Meghalaya,142030,Dealer_5,Club soda,plastic,600ml,20,17564,1.82
4566,4566,31/03/16,Meghalaya,142030,Dealer_5,Litchi,plastic,250ml,15,31958,0.82
4567,4567,31/03/16,Meghalaya,142030,Dealer_5,Apple,plastic,250ml,20,22298,1.09
4568,4568,31/03/16,Meghalaya,142030,Dealer_5,Litchi,can,200ml,10,21606,0.6
4569,4569,31/03/16,Meghalaya,142030,Dealer_5,Mango,plastic,600ml,35,32421,0.66
4570,4570,31/03/16,Meghalaya,142030,Dealer_5,Mango,plastic,250ml,15,20481,0.44
4571,4571,31/03/16,Meghalaya,142030,Dealer_5,Lemon,plastic,600ml,20,7228,1.3
4572,4572,31/03/16,Meghalaya,142030,Dealer_5,Lemon,plastic,250ml,10,31164,0.41
4574,4574,31/03/16,Manipur,351702,Dealer_4,Mango,plastic,250ml,15,69978,0.28
4576,4576,31/03/16,Assam,665102,Dealer_1,Club soda,plastic,600ml,20,24774,1.48
4577,4577,31/03/16,Meghalaya,142030,Dealer_5,Mango,plastic,1.2lt,65,14205,1.47
4578,4578,31/03/16,Manipur,351702,Dealer_4,Mango,plastic,1.2lt,65,34608,1.1
4579,4579,31/03/16,Arunanchal,137302,Dealer_2,Mango,plastic,250ml,15,54492,0.34
4580,4580,31/03/16,Nagaland,168254,Dealer_6,Club soda,plastic,600ml,20,21748,2.72
4582,4582,31/03/16,Arunanchal,137302,Dealer_2,Zeera cola,plastic,200ml,12,9952,3.35
4583,4583,31/03/16,Manipur,351702,Dealer_4,Zeera cola,can,300ml,20,12118,1
4584,4584,31/03/16,Assam,665102,Dealer_3,Mango,plastic,250ml,15,53684,0.22
4586,4586,31/03/16,Assam,665102,Dealer_1,Lemon,plastic,250ml,10,22417,0.55
4587,4587,31/03/16,Meghalaya,142030,Dealer_5,Mango,Tetra pak,200ml,10,15425,1.25
4588,4588,31/03/16,Assam,665102,Dealer_3,Mango,plastic,1.2lt,65,11996,1.5
4589,4589,31/03/16,Assam,665102,Dealer_3,Litchi,plastic,250ml,15,5891,1.28
4590,4590,30/04/16,Assam,665102,Dealer_1,Zeera cola,plastic,200ml,12,15127,2.39
4591,4591,30/04/16,Assam,665102,Dealer_1,Zeera cola,can,300ml,20,23681,0.5
4592,4592,30/04/16,Assam,665102,Dealer_1,Mango,Tetra pak,200ml,10,26774,1.08
4594,4594,30/04/16,Assam,665102,Dealer_1,Litchi,plastic,250ml,15,47222,0.74
4595,4595,30/04/16,Assam,665102,Dealer_1,Apple,plastic,250ml,20,22811,1.82
4596,4596,30/04/16,Assam,665102,Dealer_1,Litchi,can,200ml,10,43138,0.5
4597,4597,30/04/16,Assam,665102,Dealer_1,Mango,plastic,250ml,15,48723,0.32
4598,4598,30/04/16,Assam,665102,Dealer_1,Lemon,plastic,600ml,20,18603,1.03
4600,4600,30/04/16,Arunanchal,137302,Dealer_2,Apple,plastic,600ml,35,14114,1.5
4601,4601,30/04/16,Arunanchal,137302,Dealer_2,Zeera cola,plastic,200ml,12,14967,2.96
4602,4602,30/04/16,Arunanchal,137302,Dealer_2,Zeera cola,can,300ml,20,15167,0.96
4603,4603,30/04/16,Arunanchal,137302,Dealer_2,Mango,Tetra pak,200ml,10,46122,0.69
4604,4604,30/04/16,Arunanchal,137302,Dealer_2,Club soda,plastic,600ml,20,15712.4,3.22
4606,4606,30/04/16,Arunanchal,137302,Dealer_2,Litchi,plastic,250ml,15,31589,0.99
4607,4607,30/04/16,Arunanchal,137302,Dealer_2,Apple,plastic,250ml,20,25568,1.81
4608,4608,30/04/16,Arunanchal,137302,Dealer_2,Litchi,can,200ml,10,36475,0.59
4609,4609,30/04/16,Arunanchal,137302,Dealer_2,Mango,plastic,1.2lt,65,32631,1.16
4610,4610,30/04/16,Arunanchal,137302,Dealer_2,Mango,plastic,250ml,15,60940,0.35
4612,4612,30/04/16,Arunanchal,137302,Dealer_2,Lemon,plastic,250ml,10,22549,0.62
4613,4613,30/04/16,Nagaland,168254,Dealer_6,Apple,plastic,600ml,35,24856,1.3
4614,4614,30/04/16,Nagaland,168254,Dealer_6,Zeera cola,can,300ml,20,35318,0.63
4615,4615,30/04/16,Nagaland,168254,Dealer_6,Mango,Tetra pak,200ml,10,39543,1.11
4616,4616,30/04/16,Nagaland,168254,Dealer_6,Club soda,plastic,600ml,20,38594,1.86
4618,4618,30/04/16,Nagaland,168254,Dealer_6,Litchi,plastic,250ml,15,35637,1.04
4619,4619,30/04/16,Nagaland,168254,Dealer_6,Apple,plastic,250ml,20,36537,1.95
4620,4620,30/04/16,Nagaland,168254,Dealer_6,Mango,plastic,600ml,35,73644,0.65
4621,4621,30/04/16,Nagaland,168254,Dealer_6,Mango,plastic,1.2lt,65,53209,1.06
4622,4622,30/04/16,Nagaland,168254,Dealer_6,Mango,plastic,250ml,15,50529,0.4
4623,4623,30/04/16,Nagaland,168254,Dealer_6,Lemon,plastic,600ml,20,46529,0.75
4625,4625,30/04/16,Nagaland,168254,Dealer_6,Lemon,plastic,250ml,10,42083,0.53
4626,4626,30/04/16,Manipur,351702,Dealer_4,Apple,plastic,600ml,35,9949,1.71
4627,4627,30/04/16,Manipur,351702,Dealer_4,Zeera cola,plastic,200ml,12,13373,3.53
4628,4628,30/04/16,Manipur,351702,Dealer_4,Zeera cola,can,300ml,20,18285,0.88
4629,4629,30/04/16,Manipur,351702,Dealer_4,Mango,Tetra pak,200ml,10,46262,0.96
4630,4630,30/04/16,Manipur,351702,Dealer_4,Club soda,plastic,600ml,20,20217,3.03
4632,4632,30/04/16,Manipur,351702,Dealer_4,Apple,plastic,250ml,20,37834,1.4
4633,4633,30/04/16,Manipur,351702,Dealer_4,Litchi,can,200ml,10,46090,0.51
4634,4634,30/04/16,Manipur,351702,Dealer_4,Mango,plastic,600ml,35,55455,0.68
4635,4635,30/04/16,Manipur,351702,Dealer_4,Mango,plastic,1.2lt,65,27020,1.29
4636,4636,30/04/16,Manipur,351702,Dealer_4,Mango,plastic,250ml,15,62602,0.34
4637,4637,30/04/16,Manipur,351702,Dealer_4,Lemon,plastic,600ml,20,20327,1.12
4639,4639,30/04/16,Manipur,351702,Dealer_4,Lemon,plastic,250ml,10,39147,0.56
4640,4640,30/04/16,Assam,665102,Dealer_3,Apple,plastic,600ml,35,10379,1.41
4641,4641,30/04/16,Assam,665102,Dealer_3,Zeera cola,plastic,200ml,12,11779,2.26
4642,4642,30/04/16,Assam,665102,Dealer_3,Mango,Tetra pak,200ml,10,11005,1.45
4644,4644,30/04/16,Assam,665102,Dealer_3,Litchi,plastic,250ml,15,27653,0.86
4645,4645,30/04/16,Assam,665102,Dealer_3,Apple,plastic,250ml,20,21336,1.67
4646,4646,30/04/16,Assam,665102,Dealer_3,Litchi,can,200ml,10,25883,0.56
4647,4647,30/04/16,Assam,665102,Dealer_3,Mango,plastic,600ml,35,29135,0.68
4648,4648,30/04/16,Assam,665102,Dealer_3,Mango,plastic,1.2lt,65,36476,0.53
4650,4650,30/04/16,Assam,665102,Dealer_3,Lemon,plastic,600ml,20,26155,0.77
4652,4652,30/04/16,Assam,665102,Dealer_3,Lemon,plastic,250ml,10,16345,0.59
4653,4653,30/04/16,Meghalaya,142030,Dealer_5,Apple,plastic,600ml,35,17556,0.95
4654,4654,30/04/16,Meghalaya,142030,Dealer_5,Zeera cola,plastic,200ml,12,9586,3.51
4655,4655,30/04/16,Meghalaya,142030,Dealer_5,Zeera cola,can,300ml,20,16405,0.86
4656,4656,30/04/16,Meghalaya,142030,Dealer_5,Mango,Tetra pak,200ml,10,16163,1.37
4658,4658,30/04/16,Meghalaya,142030,Dealer_5,Litchi,plastic,250ml,15,26823,0.93
4659,4659,30/04/16,Meghalaya,142030,Dealer_5,Litchi,can,200ml,10,21680,0.63
4660,4660,30/04/16,Meghalaya,142030,Dealer_5,Mango,plastic,600ml,35,23759,0.72
4661,4661,30/04/16,Meghalaya,142030,Dealer_5,Mango,plastic,1.2lt,65,23514,1.25
4662,4662,30/04/16,Meghalaya,142030,Dealer_5,Mango,plastic,250ml,15,34332,0.39
4664,4664,30/04/16,Meghalaya,142030,Dealer_5,Lemon,plastic,250ml,10,34740,0.37
4665,4665,30/04/16,Meghalaya,142030,Dealer_5,Lemon,plastic,600ml,20,22633,0.86
4666,4666,30/04/16,Assam,665102,Dealer_1,Apple,plastic,600ml,35,13372,1.35
4667,4667,30/04/16,Arunanchal,137302,Dealer_2,Mango,plastic,600ml,35,52600,0.58
4668,4668,30/04/16,Meghalaya,142030,Dealer_5,Apple,plastic,250ml,20,22611,1.8
4669,4669,30/04/16,Assam,665102,Dealer_3,Club soda,plastic,600ml,20,8478,3.53
4670,4670,30/04/16,Assam,665102,Dealer_1,Club soda,plastic,600ml,20,16408,2.75
4671,4671,30/04/16,Assam,665102,Dealer_1,Mango,plastic,1.2lt,65,34203,1.02
4672,4672,30/04/16,Manipur,351702,Dealer_4,Litchi,plastic,250ml,15,32520,1.02
4673,4673,30/04/16,Meghalaya,142030,Dealer_5,Club soda,plastic,600ml,20,15883,2.8
4674,4674,30/04/16,Nagaland,168254,Dealer_6,Litchi,can,200ml,10,69740,0.46
4675,4675,30/04/16,Nagaland,168254,Dealer_6,Zeera cola,plastic,200ml,12,30729,1.4
4676,4676,30/04/16,Arunanchal,137302,Dealer_2,Lemon,plastic,600ml,20,27550,0.99
4677,4677,30/04/16,Assam,665102,Dealer_3,Zeera cola,can,300ml,20,15087,0.92
4678,4678,30/04/16,Assam,665102,Dealer_1,Mango,plastic,600ml,35,28405,0.75
4679,4679,30/04/16,Assam,665102,Dealer_1,Lemon,plastic,250ml,10,27612,0.59
4680,4680,31/05/16,Assam,665102,Dealer_1,Apple,plastic,600ml,35,9919,1.73
4682,4682,31/05/16,Assam,665102,Dealer_1,Mango,Tetra pak,200ml,10,32772,1.04
4683,4683,31/05/16,Assam,665102,Dealer_1,Club soda,plastic,600ml,20,17305,2.48
4684,4684,31/05/16,Assam,665102,Dealer_1,Apple,plastic,250ml,20,36871,1.17
4685,4685,31/05/16,Assam,665102,Dealer_1,Mango,plastic,600ml,35,41103,0.68
4686,4686,31/05/16,Assam,665102,Dealer_1,Mango,plastic,1.2lt,65,43902,0.79
4687,4687,31/05/16,Assam,665102,Dealer_1,Mango,plastic,250ml,15,47516,0.37
4689,4689,31/05/16,Arunanchal,137302,Dealer_2,Apple,plastic,600ml,35,15423,1.52
4690,4690,31/05/16,Arunanchal,137302,Dealer_2,Zeera cola,can,300ml,20,19440,0.93
4691,4691,31/05/16,Arunanchal,137302,Dealer_2,Club soda,plastic,600ml,20,25327.5,2.93
4693,4693,31/05/16,Arunanchal,137302,Dealer_2,Litchi,plastic,250ml,15,49970,0.82
4694,4694,31/05/16,Arunanchal,137302,Dealer_2,Litchi,can,200ml,10,40024,0.6
4695,4695,31/05/16,Arunanchal,137302,Dealer_2,Mango,plastic,600ml,35,57258,0.61
4696,4696,31/05/16,Arunanchal,137302,Dealer_2,Mango,plastic,1.2lt,65,42295,1.16
4697,4697,31/05/16,Arunanchal,137302,Dealer_2,Mango,plastic,250ml,15,53194,0.37
4698,4698,31/05/16,Arunanchal,137302,Dealer_2,Lemon,plastic,600ml,20,12376,1.34
4699,4699,31/05/16,Nagaland,168254,Dealer_6,Apple,plastic,600ml,35,23318,1.54
4700,4700,31/05/16,Nagaland,168254,Dealer_6,Zeera cola,plastic,200ml,12,23882,2.8
4701,4701,31/05/16,Nagaland,168254,Dealer_6,Zeera cola,can,300ml,20,30002,0.81
4702,4702,31/05/16,Nagaland,168254,Dealer_6,Mango,Tetra pak,200ml,10,53132,1.01
4703,4703,31/05/16,Nagaland,168254,Dealer_6,Club soda,plastic,600ml,20,37078,2.24
4705,4705,31/05/16,Nagaland,168254,Dealer_6,Litchi,plastic,250ml,15,54337,0.94
4706,4706,31/05/16,Nagaland,168254,Dealer_6,Mango,plastic,1.2lt,65,43028,1.31
4707,4707,31/05/16,Nagaland,168254,Dealer_6,Mango,plastic,250ml,15,55972,0.43
4708,4708,31/05/16,Nagaland,168254,Dealer_6,Lemon,plastic,600ml,20,43913,0.89
4709,4709,31/05/16,Nagaland,168254,Dealer_6,Lemon,plastic,250ml,10,39228,0.65
4710,4710,31/05/16,Manipur,351702,Dealer_4,Apple,plastic,600ml,35,18250,1.57
4711,4711,31/05/16,Manipur,351702,Dealer_4,Zeera cola,plastic,200ml,12,13811,3.3
4712,4712,31/05/16,Manipur,351702,Dealer_4,Zeera cola,can,300ml,20,18783,1
4713,4713,31/05/16,Manipur,351702,Dealer_4,Mango,Tetra pak,200ml,10,32570,1.27
4714,4714,31/05/16,Manipur,351702,Dealer_4,Club soda,plastic,600ml,20,36650,1.86
4716,4716,31/05/16,Manipur,351702,Dealer_4,Litchi,plastic,250ml,15,32674,1.04
4717,4717,31/05/16,Manipur,351702,Dealer_4,Apple,plastic,250ml,20,45449,1.59
4718,4718,31/05/16,Manipur,351702,Dealer_4,Mango,plastic,250ml,15,54290,0.39
4719,4719,31/05/16,Manipur,351702,Dealer_4,Lemon,plastic,600ml,20,30258,1.02
4721,4721,31/05/16,Manipur,351702,Dealer_4,Lemon,plastic,250ml,10,49024,0.51
4722,4722,31/05/16,Assam,665102,Dealer_3,Apple,plastic,600ml,35,18560,0.82
4723,4723,31/05/16,Assam,665102,Dealer_3,Zeera cola,plastic,200ml,12,8851,3.72
4724,4724,31/05/16,Assam,665102,Dealer_3,Zeera cola,can,300ml,20,10929,0.96
4725,4725,31/05/16,Assam,665102,Dealer_3,Mango,Tetra pak,200ml,10,23588,1.12
4726,4726,31/05/16,Assam,665102,Dealer_3,Club soda,plastic,600ml,20,27820,0.99
4727,4727,31/05/16,Assam,665102,Dealer_3,Litchi,plastic,250ml,15,36608,0.74
4728,4728,31/05/16,Assam,665102,Dealer_3,Apple,plastic,250ml,20,15968,2.11
4729,4729,31/05/16,Assam,665102,Dealer_3,Mango,plastic,600ml,35,29363,0.72
4730,4730,31/05/16,Assam,665102,Dealer_3,Mango,plastic,1.2lt,65,25343,1.21
4731,4731,31/05/16,Assam,665102,Dealer_3,Lemon,plastic,600ml,20,17582,0.99
4733,4733,31/05/16,Assam,665102,Dealer_3,Lemon,plastic,250ml,10,18030,0.6
4734,4734,31/05/16,Meghalaya,142030,Dealer_5,Apple,plastic,600ml,35,12407,1.6
4735,4735,31/05/16,Meghalaya,142030,Dealer_5,Zeera cola,can,300ml,20,11129,0.98
4736,4736,31/05/16,Meghalaya,142030,Dealer_5,Mango,Tetra pak,200ml,10,27694,1.04
4737,4737,31/05/16,Meghalaya,142030,Dealer_5,Club soda,plastic,600ml,20,19602,2.25
4739,4739,31/05/16,Meghalaya,142030,Dealer_5,Litchi,plastic,250ml,15,58906,0.56
4740,4740,31/05/16,Meghalaya,142030,Dealer_5,Mango,plastic,600ml,35,33004,0.73
4741,4741,31/05/16,Meghalaya,142030,Dealer_5,Mango,plastic,1.2lt,65,21313,1.39
4742,4742,31/05/16,Meghalaya,142030,Dealer_5,Mango,plastic,250ml,15,45587,0.33
4744,4744,31/05/16,Arunanchal,137302,Dealer_2,Apple,plastic,250ml,20,35982,1.64
4745,4745,31/05/16,Manipur,351702,Dealer_4,Mango,plastic,1.2lt,65,40900,1.18
4746,4746,31/05/16,Arunanchal,137302,Dealer_2,Zeera cola,plastic,200ml,12,17282,2.85
4747,4747,31/05/16,Meghalaya,142030,Dealer_5,Lemon,plastic,250ml,10,25451,0.58
4748,4748,31/05/16,Nagaland,168254,Dealer_6,Apple,plastic,250ml,20,54253,1.48
4749,4749,31/05/16,Manipur,351702,Dealer_4,Litchi,can,200ml,10,59254,0.51
4751,4751,31/05/16,Nagaland,168254,Dealer_6,Litchi,can,200ml,10,103579,0.36
4753,4753,31/05/16,Manipur,351702,Dealer_4,Mango,plastic,600ml,35,34273,0.77
4755,4755,31/05/16,Arunanchal,137302,Dealer_2,Lemon,plastic,250ml,10,25738,0.68
4756,4756,31/05/16,Meghalaya,142030,Dealer_5,Litchi,can,200ml,10,28160,0.6
4757,4757,31/05/16,Nagaland,168254,Dealer_6,Mango,plastic,600ml,35,61157,0.69
4758,4758,31/05/16,Meghalaya,142030,Dealer_5,Apple,plastic,250ml,20,37136,1.26
4759,4759,31/05/16,Assam,665102,Dealer_1,Lemon,plastic,600ml,20,20568,0.95
4760,4760,31/05/16,Assam,665102,Dealer_1,Litchi,plastic,250ml,15,51367,0.78
4761,4761,31/05/16,Meghalaya,142030,Dealer_5,Zeera cola,plastic,200ml,12,11975,2.6
4762,4762,31/05/16,Assam,665102,Dealer_3,Litchi,can,200ml,10,53109,0.29
4764,4764,31/05/16,Arunanchal,137302,Dealer_2,Mango,Tetra pak,200ml,10,31775,1.1
4765,4765,31/05/16,Assam,665102,Dealer_1,Litchi,can,200ml,10,29210,0.61
4766,4766,31/05/16,Assam,665102,Dealer_3,Mango,plastic,250ml,15,18357,0.47
4767,4767,31/05/16,Assam,665102,Dealer_1,Zeera cola,plastic,200ml,12,18116,2.27
4768,4768,31/05/16,Meghalaya,142030,Dealer_5,Lemon,plastic,600ml,20,19031,1.06
4770,4770,30/06/16,Assam,665102,Dealer_1,Apple,plastic,600ml,35,17677,1.38
4771,4771,30/06/16,Assam,665102,Dealer_1,Zeera cola,plastic,200ml,12,15571,2.8
4772,4772,30/06/16,Assam,665102,Dealer_1,Zeera cola,can,300ml,20,16515,0.92
4773,4773,30/06/16,Assam,665102,Dealer_1,Mango,Tetra pak,200ml,10,20077,1.38
4774,4774,30/06/16,Assam,665102,Dealer_1,Club soda,plastic,600ml,20,15162,3.27
4775,4775,30/06/16,Assam,665102,Dealer_1,Litchi,plastic,250ml,15,39166,0.89
4777,4777,30/06/16,Assam,665102,Dealer_1,Litchi,can,200ml,10,45884,0.52
4778,4778,30/06/16,Assam,665102,Dealer_1,Mango,plastic,600ml,35,63073,0.57
4779,4779,30/06/16,Assam,665102,Dealer_1,Mango,plastic,1.2lt,65,36530,1.2
4780,4780,30/06/16,Assam,665102,Dealer_1,Lemon,plastic,600ml,20,19961,1.13
4783,4783,30/06/16,Arunanchal,137302,Dealer_2,Apple,plastic,600ml,35,29287,1.13
4784,4784,30/06/16,Arunanchal,137302,Dealer_2,Zeera cola,plastic,200ml,12,14989,3.3
4785,4785,30/06/16,Arunanchal,137302,Dealer_2,Zeera cola,can,300ml,20,36302,0.69
4786,4786,30/06/16,Arunanchal,137302,Dealer_2,Mango,Tetra pak,200ml,10,36324,1.22
4788,4788,30/06/16,Arunanchal,137302,Dealer_2,Litchi,plastic,250ml,15,45825,0.95
4789,4789,30/06/16,Arunanchal,137302,Dealer_2,Apple,plastic,250ml,20,27348,2.28
4790,4790,30/06/16,Arunanchal,137302,Dealer_2,Litchi,can,200ml,10,70438,0.4
4791,4791,30/06/16,Arunanchal,137302,Dealer_2,Mango,plastic,600ml,35,45833,0.74
4792,4792,30/06/16,Arunanchal,137302,Dealer_2,Mango,plastic,1.2lt,65,40638,1.12
4793,4793,30/06/16,Arunanchal,137302,Dealer_2,Mango,plastic,250ml,15,76681,0.34
4794,4794,30/06/16,Arunanchal,137302,Dealer_2,Lemon,plastic,600ml,20,35563,0.97
4796,4796,30/06/16,Arunanchal,137302,Dealer_2,Lemon,plastic,250ml,10,49367,0.47
4797,4797,30/06/16,Nagaland,168254,Dealer_6,Apple,plastic,600ml,35,42323,1.09
4798,4798,30/06/16,Nagaland,168254,Dealer_6,Zeera cola,plastic,200ml,12,25116,2.73
4799,4799,30/06/16,Nagaland,168254,Dealer_6,Mango,Tetra pak,200ml,10,49425,0.99
4801,4801,30/06/16,Nagaland,168254,Dealer_6,Mango,plastic,600ml,35,96549,0.65
4802,4802,30/06/16,Nagaland,168254,Dealer_6,Mango,plastic,1.2lt,65,59397,1.08
4803,4803,30/06/16,Nagaland,168254,Dealer_6,Mango,plastic,250ml,15,87404,0.37
4804,4804,30/06/16,Nagaland,168254,Dealer_6,Lemon,plastic,600ml,20,69930,0.67
4806,4806,30/06/16,Nagaland,168254,Dealer_6,Lemon,plastic,250ml,10,70413,0.43
4807,4807,30/06/16,Manipur,351702,Dealer_4,Apple,plastic,600ml,35,28788,1.14
4808,4808,30/06/16,Manipur,351702,Dealer_4,Zeera cola,can,300ml,20,28301,0.79
4809,4809,30/06/16,Manipur,351702,Dealer_4,Club soda,plastic,600ml,20,37665,2.09
4811,4811,30/06/16,Manipur,351702,Dealer_4,Litchi,plastic,250ml,15,58865,0.78
4813,4813,30/06/16,Manipur,351702,Dealer_4,Mango,plastic,250ml,15,54360,0.42
4814,4814,30/06/16,Manipur,351702,Dealer_4,Lemon,plastic,600ml,20,33752,0.98
4816,4816,30/06/16,Manipur,351702,Dealer_4,Lemon,plastic,250ml,10,45197,0.51
4817,4817,30/06/16,Assam,665102,Dealer_3,Apple,plastic,600ml,35,12511,1.58
4818,4818,30/06/16,Assam,665102,Dealer_3,Zeera cola,can,300ml,20,23539,0.71
4819,4819,30/06/16,Assam,665102,Dealer_3,Mango,Tetra pak,200ml,10,28610,0.9
4820,4820,30/06/16,Assam,665102,Dealer_3,Club soda,plastic,600ml,20,26190,2.14
4822,4822,30/06/16,Assam,665102,Dealer_3,Litchi,plastic,250ml,15,37453,0.86
4823,4823,30/06/16,Assam,665102,Dealer_3,Apple,plastic,250ml,20,20510,2.11
4824,4824,30/06/16,Assam,665102,Dealer_3,Litchi,can,200ml,10,56526,0.34
4825,4825,30/06/16,Assam,665102,Dealer_3,Mango,plastic,1.2lt,65,24682,1.27
4826,4826,30/06/16,Assam,665102,Dealer_3,Mango,plastic,250ml,15,37206,0.4
4827,4827,30/06/16,Assam,665102,Dealer_3,Lemon,plastic,600ml,20,43709,0.35
4829,4829,30/06/16,Meghalaya,142030,Dealer_5,Apple,plastic,600ml,35,12346,1.5
4830,4830,30/06/16,Meghalaya,142030,Dealer_5,Zeera cola,plastic,200ml,12,12879,2.94
4831,4831,30/06/16,Meghalaya,142030,Dealer_5,Zeera cola,can,300ml,20,25837,0.57
4832,4832,30/06/16,Meghalaya,142030,Dealer_5,Club soda,plastic,600ml,20,21608,2.47
4834,4834,30/06/16,Meghalaya,142030,Dealer_5,Litchi,plastic,250ml,15,34995,0.93
4835,4835,30/06/16,Meghalaya,142030,Dealer_5,Litchi,can,200ml,10,31629,0.53
4836,4836,30/06/16,Meghalaya,142030,Dealer_5,Mango,plastic,600ml,35,41722,0.67
4837,4837,30/06/16,Meghalaya,142030,Dealer_5,Mango,plastic,1.2lt,65,24319,1.32
4838,4838,30/06/16,Meghalaya,142030,Dealer_5,Lemon,plastic,600ml,20,22864,1.08
4839,4839,30/06/16,Meghalaya,142030,Dealer_5,Lemon,plastic,250ml,10,19442,0.71
4840,4840,30/06/16,Manipur,351702,Dealer_4,Zeera cola,plastic,200ml,12,18421,3.28
4841,4841,30/06/16,Meghalaya,142030,Dealer_5,Apple,plastic,250ml,20,39028,1.64
4842,4842,30/06/16,Nagaland,168254,Dealer_6,Apple,plastic,250ml,20,57500,1.49
4843,4843,30/06/16,Nagaland,168254,Dealer_6,Litchi,can,200ml,10,105180,0.36
4844,4844,30/06/16,Nagaland,168254,Dealer_6,Zeera cola,can,300ml,20,37881,0.84
4845,4845,30/06/16,Manipur,351702,Dealer_4,Apple,plastic,250ml,20,78764,0.44
4846,4846,30/06/16,Meghalaya,142030,Dealer_5,Mango,Tetra pak,200ml,10,27348,1.14
4847,4847,30/06/16,Meghalaya,142030,Dealer_5,Mango,plastic,250ml,15,53702,0.36
4848,4848,30/06/16,Assam,665102,Dealer_3,Mango,plastic,600ml,35,39982,0.67
4850,4850,30/06/16,Arunanchal,137302,Dealer_2,Club soda,plastic,600ml,20,27260.2,2.77
4851,4851,30/06/16,Nagaland,168254,Dealer_6,Club soda,plastic,600ml,20,35934,2.63
4852,4852,30/06/16,Manipur,351702,Dealer_4,Mango,plastic,1.2lt,65,36273,1.28
4853,4853,30/06/16,Assam,665102,Dealer_1,Mango,plastic,250ml,15,60959,0.35
